intca,ID,value,type
INTCA_RS09615,Ga0242637_111726,reactive oxygen species degradation,pathway
INTCA_RS09615,Ga0242637_111726,glutathione-peroxide redox reactions,pathway
INTCA_RS09615,Ga0242637_111726,,pathway
INTCA_RS09615,Ga0242637_111726,4-aminobenzoate biosynthesis,pathway
INTCA_RS09610,Ga0242637_111725,reactive oxygen species degradation,pathway
INTCA_RS09610,Ga0242637_111725,glutathione-peroxide redox reactions,pathway
INTCA_RS09610,Ga0242637_111725,,pathway
INTCA_RS09610,Ga0242637_111725,4-aminobenzoate biosynthesis,pathway
INTCA_RS09605,Ga0242637_111724,reactive oxygen species degradation,pathway
INTCA_RS09605,Ga0242637_111724,glutathione-peroxide redox reactions,pathway
INTCA_RS09605,Ga0242637_111724,,pathway
INTCA_RS09605,Ga0242637_111724,4-aminobenzoate biosynthesis,pathway
INTCA_RS09600,Ga0242637_111723,reactive oxygen species degradation,pathway
INTCA_RS09600,Ga0242637_111723,glutathione-peroxide redox reactions,pathway
INTCA_RS09600,Ga0242637_111723,,pathway
INTCA_RS09600,Ga0242637_111723,4-aminobenzoate biosynthesis,pathway
INTCA_RS08705,Ga0242637_111542,molybdenum cofactor biosynthesis,pathway
INTCA_RS09655,Ga0242637_111734,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS09655,Ga0242637_111734,fatty acid &beta;-oxidation I,pathway
INTCA_RS10025,Ga0242637_111808,fatty acid &beta;-oxidation I,pathway
INTCA_RS10025,Ga0242637_111808,long-chain fatty acid activation,pathway
INTCA_RS10025,Ga0242637_111808,palmitate biosynthesis II (bacteria and plants),pathway
INTCA_RS10025,Ga0242637_111808,stearate biosynthesis II (bacteria and plants),pathway
INTCA_RS10320,Ga0242637_111867,phosphopantothenate biosynthesis I,pathway
INTCA_RS06065,Ga0242637_111003,2-oxobutanoate degradation I,pathway
INTCA_RS06065,Ga0242637_111003,propanoyl CoA degradation I,pathway
INTCA_RS10955,Ga0242637_111998,"formate assimilation into 5,10-methylenetetrahydrofolate",pathway
INTCA_RS10955,Ga0242637_111998,folate polyglutamylation,pathway
INTCA_RS11265,Ga0242637_112062,flavin biosynthesis I (bacteria and plants),pathway
INTCA_RS11265,Ga0242637_112062,,pathway
INTCA_RS11260,Ga0242637_112061,flavin biosynthesis I (bacteria and plants),pathway
INTCA_RS11260,Ga0242637_112061,,pathway
INTCA_RS11060,Ga0242637_112019,[2Fe-2S] iron-sulfur cluster biosynthesis,pathway
INTCA_RS11060,Ga0242637_112019,superpathway of thiamine diphosphate biosynthesis II,pathway
INTCA_RS11060,Ga0242637_112019,molybdenum cofactor biosynthesis,pathway
INTCA_RS11060,Ga0242637_112019,thiazole biosynthesis II (aerobic bacteria),pathway
INTCA_RS11060,Ga0242637_112019,L-alanine biosynthesis III,pathway
INTCA_RS11760,Ga0242637_112172,superpathway of thiamine diphosphate biosynthesis II,pathway
INTCA_RS11760,Ga0242637_112172,thiamine salvage II,pathway
INTCA_RS11760,Ga0242637_112172,thiamine diphosphate biosynthesis I (E. coli),pathway
INTCA_RS11760,Ga0242637_112172,thiamine diphosphate biosynthesis II (Bacillus),pathway
INTCA_RS11780,Ga0242637_112177,L-methionine biosynthesis II (plants),pathway
INTCA_RS11780,Ga0242637_112177,homocysteine and cysteine interconversion,pathway
INTCA_RS11780,Ga0242637_112177,L-cysteine biosynthesis VI (from L-methionine),pathway
INTCA_RS16740,Ga0242637_113162,TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase),pathway
INTCA_RS16740,Ga0242637_113162,mixed acid fermentation,pathway
INTCA_RS12315,Ga0242637_112287,"adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide",pathway
INTCA_RS12315,Ga0242637_112287,adenosylcobalamin salvage from cobalamin,pathway
INTCA_RS12315,Ga0242637_112287,adenosylcobinamide-GDP salvage from cobinamide I,pathway
INTCA_RS12520,Ga0242637_112329,"(1,4)-&beta;-D-xylan degradation",pathway
INTCA_RS11085,Ga0242637_112024,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS11085,Ga0242637_112024,superpathway of pyrimidine deoxyribonucleoside salvage,pathway
INTCA_RS11085,Ga0242637_112024,pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS11085,Ga0242637_112024,pyrimidine deoxyribonucleosides salvage,pathway
INTCA_RS11085,Ga0242637_112024,<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis,pathway
INTCA_RS11085,Ga0242637_112024,tetrahydrofolate biosynthesis,pathway
INTCA_RS11080,Ga0242637_112023,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS11080,Ga0242637_112023,superpathway of pyrimidine deoxyribonucleoside salvage,pathway
INTCA_RS11080,Ga0242637_112023,pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS11080,Ga0242637_112023,pyrimidine deoxyribonucleosides salvage,pathway
INTCA_RS11080,Ga0242637_112023,<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis,pathway
INTCA_RS11080,Ga0242637_112023,tetrahydrofolate biosynthesis,pathway
INTCA_RS12950,Ga0242637_112418,NAD salvage pathway III (to nicotinamide riboside),pathway
INTCA_RS08880,Ga0242637_111577,tRNA charging,pathway
INTCA_RS08880,Ga0242637_111577,mycothiol biosynthesis,pathway
INTCA_RS09830,Ga0242637_111769,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS09830,Ga0242637_111769,pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS09830,Ga0242637_111769,pyrimidine deoxyribonucleotides dephosphorylation,pathway
INTCA_RS13595,Ga0242637_112539,methylerythritol phosphate pathway I,pathway
INTCA_RS13595,Ga0242637_112539,methylerythritol phosphate pathway II,pathway
INTCA_RS16965,Ga0242637_113210,NAD <i>de novo</i> biosynthesis I (from aspartate),pathway
INTCA_RS16240,Ga0242637_113064,trehalose biosynthesis V,pathway
INTCA_RS16275,Ga0242637_113071,superpathway of purine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS16275,Ga0242637_113071,5-aminoimidazole ribonucleotide biosynthesis I,pathway
INTCA_RS04055,Ga0242637_11652,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)",pathway
INTCA_RS04055,Ga0242637_11652,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis I (early cobalt insertion)",pathway
INTCA_RS04050,Ga0242637_11651,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)",pathway
INTCA_RS04050,Ga0242637_11651,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis I (early cobalt insertion)",pathway
INTCA_RS16510,Ga0242637_113117,glycerol-3-phosphate to cytochrome <i>bo</i> oxidase electron transfer,pathway
INTCA_RS16510,Ga0242637_113117,NADH to cytochrome <i>bo</i> oxidase electron transfer I,pathway
INTCA_RS16510,Ga0242637_113117,proline to cytochrome <i>bo</i> oxidase electron transfer,pathway
INTCA_RS16510,Ga0242637_113117,succinate to cytochrome <i>bo</i> oxidase electron transfer,pathway
INTCA_RS16695,Ga0242637_113154,L-methionine biosynthesis II (plants),pathway
INTCA_RS16695,Ga0242637_113154,homocysteine and cysteine interconversion,pathway
INTCA_RS16695,Ga0242637_113154,L-cysteine biosynthesis VI (from L-methionine),pathway
INTCA_RS18545,Ga0242637_11451,tetrahydrofolate biosynthesis,pathway
INTCA_RS18545,Ga0242637_11451,preQ<sub>0</sub> biosynthesis,pathway
INTCA_RS03055,Ga0242637_11450,tetrahydrofolate biosynthesis,pathway
INTCA_RS03055,Ga0242637_11450,preQ<sub>0</sub> biosynthesis,pathway
INTCA_RS03050,Ga0242637_11449,tetrahydrofolate biosynthesis,pathway
INTCA_RS03050,Ga0242637_11449,preQ<sub>0</sub> biosynthesis,pathway
INTCA_RS03045,Ga0242637_11448,tetrahydrofolate biosynthesis,pathway
INTCA_RS03045,Ga0242637_11448,preQ<sub>0</sub> biosynthesis,pathway
INTCA_RS03040,Ga0242637_11447,tetrahydrofolate biosynthesis,pathway
INTCA_RS03040,Ga0242637_11447,preQ<sub>0</sub> biosynthesis,pathway
INTCA_RS03035,Ga0242637_11446,tetrahydrofolate biosynthesis,pathway
INTCA_RS03035,Ga0242637_11446,preQ<sub>0</sub> biosynthesis,pathway
INTCA_RS17805,Ga0242637_113379,L-ornithine degradation II (Stickland reaction),pathway
INTCA_RS17805,Ga0242637_113379,L-proline biosynthesis III,pathway
INTCA_RS17805,Ga0242637_113379,L-arginine degradation I (arginase pathway),pathway
INTCA_RS16375,Ga0242637_113091,superpathway of purine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS16375,Ga0242637_113091,5-aminoimidazole ribonucleotide biosynthesis I,pathway
INTCA_RS16375,Ga0242637_113091,inosine-5'-phosphate biosynthesis I,pathway
INTCA_RS16375,Ga0242637_113091,inosine-5'-phosphate biosynthesis II,pathway
INTCA_RS16370,Ga0242637_113090,superpathway of purine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS16370,Ga0242637_113090,5-aminoimidazole ribonucleotide biosynthesis I,pathway
INTCA_RS16370,Ga0242637_113090,inosine-5'-phosphate biosynthesis I,pathway
INTCA_RS16370,Ga0242637_113090,inosine-5'-phosphate biosynthesis II,pathway
INTCA_RS16365,Ga0242637_113089,superpathway of purine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS16365,Ga0242637_113089,5-aminoimidazole ribonucleotide biosynthesis I,pathway
INTCA_RS16365,Ga0242637_113089,inosine-5'-phosphate biosynthesis I,pathway
INTCA_RS16365,Ga0242637_113089,inosine-5'-phosphate biosynthesis II,pathway
INTCA_RS18380,Ga0242637_113504,tRNA processing,pathway
INTCA_RS19325,Ga0242637_113503,tRNA processing,pathway
INTCA_RS18850,Ga0242637_113502,tRNA processing,pathway
INTCA_RS18295,Ga0242637_113487,thioredoxin pathway,pathway
INTCA_RS18230,Ga0242637_113473,mycothiol biosynthesis,pathway
INTCA_RS18230,Ga0242637_113473,<i>myo</i>-inositol biosynthesis,pathway
INTCA_RS18230,Ga0242637_113473,,pathway
INTCA_RS18225,Ga0242637_113472,mycothiol biosynthesis,pathway
INTCA_RS18225,Ga0242637_113472,<i>myo</i>-inositol biosynthesis,pathway
INTCA_RS18225,Ga0242637_113472,,pathway
INTCA_RS18085,Ga0242637_113442,glycine cleavage,pathway
INTCA_RS18085,Ga0242637_113442,<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis,pathway
INTCA_RS18085,Ga0242637_113442,superpathway of L-serine and glycine biosynthesis I,pathway
INTCA_RS18085,Ga0242637_113442,folate polyglutamylation,pathway
INTCA_RS18085,Ga0242637_113442,glycine biosynthesis I,pathway
INTCA_RS18085,Ga0242637_113442,lipoate biosynthesis and incorporation I,pathway
INTCA_RS18085,Ga0242637_113442,lipoate biosynthesis and incorporation III (Bacillus),pathway
INTCA_RS18085,Ga0242637_113442,lipoate biosynthesis and incorporation II,pathway
INTCA_RS18085,Ga0242637_113442,L-serine degradation,pathway
INTCA_RS18080,Ga0242637_113441,glycine cleavage,pathway
INTCA_RS18080,Ga0242637_113441,<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis,pathway
INTCA_RS18080,Ga0242637_113441,superpathway of L-serine and glycine biosynthesis I,pathway
INTCA_RS18080,Ga0242637_113441,folate polyglutamylation,pathway
INTCA_RS18080,Ga0242637_113441,glycine biosynthesis I,pathway
INTCA_RS18080,Ga0242637_113441,lipoate biosynthesis and incorporation I,pathway
INTCA_RS18080,Ga0242637_113441,lipoate biosynthesis and incorporation III (Bacillus),pathway
INTCA_RS18080,Ga0242637_113441,lipoate biosynthesis and incorporation II,pathway
INTCA_RS18080,Ga0242637_113441,L-serine degradation,pathway
INTCA_RS18075,Ga0242637_113440,glycine cleavage,pathway
INTCA_RS18075,Ga0242637_113440,<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis,pathway
INTCA_RS18075,Ga0242637_113440,superpathway of L-serine and glycine biosynthesis I,pathway
INTCA_RS18075,Ga0242637_113440,folate polyglutamylation,pathway
INTCA_RS18075,Ga0242637_113440,glycine biosynthesis I,pathway
INTCA_RS18075,Ga0242637_113440,lipoate biosynthesis and incorporation I,pathway
INTCA_RS18075,Ga0242637_113440,lipoate biosynthesis and incorporation III (Bacillus),pathway
INTCA_RS18075,Ga0242637_113440,lipoate biosynthesis and incorporation II,pathway
INTCA_RS18075,Ga0242637_113440,L-serine degradation,pathway
INTCA_RS18070,Ga0242637_113439,glycine cleavage,pathway
INTCA_RS18070,Ga0242637_113439,<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis,pathway
INTCA_RS18070,Ga0242637_113439,superpathway of L-serine and glycine biosynthesis I,pathway
INTCA_RS18070,Ga0242637_113439,folate polyglutamylation,pathway
INTCA_RS18070,Ga0242637_113439,glycine biosynthesis I,pathway
INTCA_RS18070,Ga0242637_113439,lipoate biosynthesis and incorporation I,pathway
INTCA_RS18070,Ga0242637_113439,lipoate biosynthesis and incorporation III (Bacillus),pathway
INTCA_RS18070,Ga0242637_113439,lipoate biosynthesis and incorporation II,pathway
INTCA_RS18070,Ga0242637_113439,L-serine degradation,pathway
INTCA_RS18065,Ga0242637_113438,glycine cleavage,pathway
INTCA_RS18065,Ga0242637_113438,<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis,pathway
INTCA_RS18065,Ga0242637_113438,superpathway of L-serine and glycine biosynthesis I,pathway
INTCA_RS18065,Ga0242637_113438,folate polyglutamylation,pathway
INTCA_RS18065,Ga0242637_113438,glycine biosynthesis I,pathway
INTCA_RS18065,Ga0242637_113438,lipoate biosynthesis and incorporation I,pathway
INTCA_RS18065,Ga0242637_113438,lipoate biosynthesis and incorporation III (Bacillus),pathway
INTCA_RS18065,Ga0242637_113438,lipoate biosynthesis and incorporation II,pathway
INTCA_RS18065,Ga0242637_113438,L-serine degradation,pathway
INTCA_RS18060,Ga0242637_113437,glycine cleavage,pathway
INTCA_RS18060,Ga0242637_113437,<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis,pathway
INTCA_RS18060,Ga0242637_113437,superpathway of L-serine and glycine biosynthesis I,pathway
INTCA_RS18060,Ga0242637_113437,folate polyglutamylation,pathway
INTCA_RS18060,Ga0242637_113437,glycine biosynthesis I,pathway
INTCA_RS18060,Ga0242637_113437,lipoate biosynthesis and incorporation I,pathway
INTCA_RS18060,Ga0242637_113437,lipoate biosynthesis and incorporation III (Bacillus),pathway
INTCA_RS18060,Ga0242637_113437,lipoate biosynthesis and incorporation II,pathway
INTCA_RS18060,Ga0242637_113437,L-serine degradation,pathway
INTCA_RS17980,Ga0242637_113419,superpathway of branched chain amino acid biosynthesis,pathway
INTCA_RS17980,Ga0242637_113419,superpathway of L-isoleucine biosynthesis I,pathway
INTCA_RS17980,Ga0242637_113419,L-threonine degradation I,pathway
INTCA_RS17980,Ga0242637_113419,L-isoleucine biosynthesis I (from threonine),pathway
INTCA_RS17935,Ga0242637_113408,superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS17935,Ga0242637_113408,superpathway of purine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS17935,Ga0242637_113408,purine nucleotides degradation II (aerobic),pathway
INTCA_RS17935,Ga0242637_113408,guanosine ribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS17935,Ga0242637_113408,inosine 5'-phosphate degradation,pathway
INTCA_RS17935,Ga0242637_113408,,pathway
INTCA_RS17880,Ga0242637_113397,fatty acid &beta;-oxidation I,pathway
INTCA_RS17880,Ga0242637_113397,long-chain fatty acid activation,pathway
INTCA_RS17880,Ga0242637_113397,palmitate biosynthesis II (bacteria and plants),pathway
INTCA_RS17880,Ga0242637_113397,stearate biosynthesis II (bacteria and plants),pathway
INTCA_RS13810,Ga0242637_112582,nitrate reduction V (assimilatory),pathway
INTCA_RS13810,Ga0242637_112582,L-glutamate biosynthesis III,pathway
INTCA_RS17780,Ga0242637_113374,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS17780,Ga0242637_113374,fatty acid &beta;-oxidation I,pathway
INTCA_RS16530,Ga0242637_113121,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS16530,Ga0242637_113121,superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS16530,Ga0242637_113121,UMP biosynthesis II,pathway
INTCA_RS16530,Ga0242637_113121,UMP biosynthesis I,pathway
INTCA_RS05145,Ga0242637_11872,superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS05145,Ga0242637_11872,superpathway of purine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS05145,Ga0242637_11872,purine nucleotides degradation II (aerobic),pathway
INTCA_RS05145,Ga0242637_11872,guanosine ribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS05145,Ga0242637_11872,inosine 5'-phosphate degradation,pathway
INTCA_RS17470,Ga0242637_113314,ppGpp biosynthesis,pathway
INTCA_RS16355,Ga0242637_113086,adenosine nucleotides degradation II,pathway
INTCA_RS16355,Ga0242637_113086,inosine 5'-phosphate degradation,pathway
INTCA_RS16355,Ga0242637_113086,purine nucleotides degradation II (aerobic),pathway
INTCA_RS16355,Ga0242637_113086,guanosine nucleotides degradation III,pathway
INTCA_RS16355,Ga0242637_113086,NAD salvage pathway III (to nicotinamide riboside),pathway
INTCA_RS16355,Ga0242637_113086,UTP and CTP dephosphorylation I,pathway
INTCA_RS07000,Ga0242637_111196,tRNA charging,pathway
INTCA_RS17250,Ga0242637_113269,glycerol-3-phosphate to cytochrome <i>bo</i> oxidase electron transfer,pathway
INTCA_RS17250,Ga0242637_113269,"nitrate reduction X (dissimilatory, periplasmic)",pathway
INTCA_RS17250,Ga0242637_113269,glycerol and glycerophosphodiester degradation,pathway
INTCA_RS17250,Ga0242637_113269,glycerol degradation I,pathway
INTCA_RS17250,Ga0242637_113269,glycerophosphodiester degradation,pathway
INTCA_RS17250,Ga0242637_113269,glycerol-3-phosphate to fumarate electron transfer,pathway
INTCA_RS17250,Ga0242637_113269,nitrate reduction IX (dissimilatory),pathway
INTCA_RS17245,Ga0242637_113268,glycerol-3-phosphate to cytochrome <i>bo</i> oxidase electron transfer,pathway
INTCA_RS17245,Ga0242637_113268,"nitrate reduction X (dissimilatory, periplasmic)",pathway
INTCA_RS17245,Ga0242637_113268,glycerol and glycerophosphodiester degradation,pathway
INTCA_RS17245,Ga0242637_113268,glycerol degradation I,pathway
INTCA_RS17245,Ga0242637_113268,glycerophosphodiester degradation,pathway
INTCA_RS17245,Ga0242637_113268,glycerol-3-phosphate to fumarate electron transfer,pathway
INTCA_RS17245,Ga0242637_113268,nitrate reduction IX (dissimilatory),pathway
INTCA_RS17235,Ga0242637_113266,glycerol and glycerophosphodiester degradation,pathway
INTCA_RS17235,Ga0242637_113266,glycerol degradation I,pathway
INTCA_RS17190,Ga0242637_113257,reactive oxygen species degradation,pathway
INTCA_RS17190,Ga0242637_113257,superoxide radicals degradation,pathway
INTCA_RS17035,Ga0242637_113224,reactive oxygen species degradation,pathway
INTCA_RS17035,Ga0242637_113224,superoxide radicals degradation,pathway
INTCA_RS17005,Ga0242637_113218,L-threonine degradation II,pathway
INTCA_RS17005,Ga0242637_113218,,pathway
INTCA_RS17000,Ga0242637_113217,L-threonine degradation II,pathway
INTCA_RS17000,Ga0242637_113217,,pathway
INTCA_RS16980,Ga0242637_113214,L-threonine degradation II,pathway
INTCA_RS16980,Ga0242637_113214,,pathway
INTCA_RS16975,Ga0242637_113213,L-threonine degradation II,pathway
INTCA_RS16975,Ga0242637_113213,,pathway
INTCA_RS16860,Ga0242637_113189,L-histidine degradation I,pathway
INTCA_RS16855,Ga0242637_113188,L-histidine degradation I,pathway
INTCA_RS16840,Ga0242637_113185,allantoin degradation IV (anaerobic),pathway
INTCA_RS16840,Ga0242637_113185,allantoin degradation to glyoxylate III,pathway
INTCA_RS16840,Ga0242637_113185,allantoin degradation to ureidoglycolate II (ammonia producing),pathway
INTCA_RS16840,Ga0242637_113185,,pathway
INTCA_RS16840,Ga0242637_113185,L-histidine degradation I,pathway
