query,superpathway,pathway,subpathway,function,id,description,V2,V3
Ga0242637_112328,Carbohydrates,Monosaccharides,Unknown pentose utilization,Ribose operon repressor,SS04776,Ribose operon repressor,53.1,3.00E-84
Ga0242637_112329,Carbohydrates,unclassified,Sugar utilization in Thermotogales,Beta-hexosaminidase (EC 3.2.1.52),SS16560,Beta-hexosaminidase (EC 3.2.1.52),60.15,2.35E-171
Ga0242637_112330,Carbohydrates,unclassified,Sugar utilization in Thermotogales,"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)",SS16116,"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)",71.13333333,2.27E-168
Ga0242637_112331,"Phages, Prophages, Transposable elements, Plasmids",Pathogenicity islands,Staphylococcal pathogenicity islands SaPI,GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2),SS17836,GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2),68.4,1.90E-92
Ga0242637_112332,Cell Division and Cell Cycle,unclassified,Cyanobacterial Circadian Clock,Circadian phase modifier,SS04101,Circadian phase modifier,81.35,1.40E-70
Ga0242637_112335,Clustering-based subsystems,unclassified,Putative hemin transporter,Hemolysins and related proteins containing CBS domains,SS18095,Hemolysins and related proteins containing CBS domains,64.21111111,1.44E-116
Ga0242637_112336,Experimental Subsystems,unclassified,Transporters In Models,"ABC transporter, ATP-binding protein",SS16137,"ABC transporter, ATP-binding protein",57.25,8.00E-83
Ga0242637_112336,Clustering-based subsystems,Cytochrome biogenesis,CBSS-196164.1.peg.1690,"ABC-type multidrug transport system, ATPase component",SS02172,"ABC-type multidrug transport system, ATPase component",54.9,1.60E-82
Ga0242637_112338,Carbohydrates,Central carbohydrate metabolism,TCA Cycle,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2),SS15963,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2),79.925,0
Ga0242637_112338,Carbohydrates,Central carbohydrate metabolism,TCA Cycle,Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61),SS17177,Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61),79.925,0
Ga0242637_112342,unclassified,unclassified,WhiB and WhiB-type regulatory proteins 2,WhiB-like transcription regulator,SS15209,WhiB-like transcription regulator,92.6,2.36E-36
Ga0242637_112343,unclassified,unclassified,WhiB and WhiB-type regulatory proteins 2,"Signal transduction histidine kinase, subgroup 2",SS20618,"Signal transduction histidine kinase, subgroup 2",74.56666667,9.00E-156
Ga0242637_112343,Stress Response,unclassified,SigmaB stress responce regulation,"Serine phosphatase RsbU, regulator of sigma subunit",SS12277,"Serine phosphatase RsbU, regulator of sigma subunit",54.58,3.67E-131
Ga0242637_112344,Amino Acids and Derivatives,"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation","Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis","NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form",SS19024,"NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form",67.025,0
Ga0242637_112348,Amino Acids and Derivatives,Proline and 4-hydroxyproline,"Proline, 4-hydroxyproline uptake and utilization",Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12),SS17140,Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12),78.26666667,1.05E-224
Ga0242637_112352,Miscellaneous,unclassified,Carbonate Biomineralization,"Transcriptional regulator, TetR family",SS21142,"Transcriptional regulator, TetR family",59.82857143,6.05E-43
Ga0242637_112357,Membrane Transport,"Protein secretion system, Type II",Widespread colonization island,"Type II/IV secretion system ATPase TadZ/CpaE, associated with Flp pilus assembly",SS15227,"Type II/IV secretion system ATPase TadZ/CpaE, associated with Flp pilus assembly",44.25,1.11E-82
Ga0242637_112363,Membrane Transport,Protein translocation across cytoplasmic membrane,HtrA and Sec secretion,Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1),SS20029,Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1),81.325,0
Ga0242637_112365,Nitrogen Metabolism,unclassified,Nitrate and nitrite ammonification,Nitrate/nitrite response regulator protein,SS08597,Nitrate/nitrite response regulator protein,63.9,1.07E-70
Ga0242637_112366,unclassified,unclassified,YhgH,Ribosomal subunit interface protein,SS11223,Ribosomal subunit interface protein,58.9,7.31E-45
Ga0242637_112367,unclassified,unclassified,YhgH,"Competence protein F homolog, phosphoribosyltransferase domain",SS16902,"Competence protein F homolog, phosphoribosyltransferase domain",56.075,3.69E-22
Ga0242637_112369,Clustering-based subsystems,unclassified,CBSS-216592.1.peg.3937,integral membrane sensor signal transduction histidine kinase,SS21777,integral membrane sensor signal transduction histidine kinase,51.6,7.80E-125
Ga0242637_112372,Experimental Subsystems,unclassified,S-Adenosylhomocysteine and S-Methylthioadenosine metabolism,Adenosylhomocysteinase (EC 3.3.1.1),SS16308,Adenosylhomocysteinase (EC 3.3.1.1),83.16666667,2.01E-217
Ga0242637_112374,Carbohydrates,Monosaccharides,Mannose Metabolism,"Putative regulator of the mannose operon, ManO",SS07794,"Putative regulator of the mannose operon, ManO",49.56666667,7.67E-70
Ga0242637_112376,Cell Wall and Capsule,Gram-Negative cell wall components,Perosamine Synthesis Vibrio,Phosphomannomutase (EC 5.4.2.8),SS19701,Phosphomannomutase (EC 5.4.2.8),74.2,4.25E-171
Ga0242637_112380,unclassified,unclassified,WhiB and WhiB-type regulatory proteins 2,"Glycosyl transferase, family 2",SS18026,"Glycosyl transferase, family 2",36.4,1.57E-136
Ga0242637_112381,unclassified,unclassified,WhiB and WhiB-type regulatory proteins 2,Sporulation regulatory protein WhiB,SS15205,Sporulation regulatory protein WhiB,88.3,2.65E-33
Ga0242637_112382,unclassified,unclassified,WhiB and WhiB-type regulatory proteins 2,"Lactyl (2) diphospho-(5')guanosine:7,8-didemethyl-8-hydroxy-5-deazariboflavin 2-phospho-L-lactate transferase",SS03417,"Lactyl (2) diphospho-(5')guanosine:7,8-didemethyl-8-hydroxy-5-deazariboflavin 2-phospho-L-lactate transferase",69.1375,2.30E-98
Ga0242637_112383,Experimental Subsystems,unclassified,Experimental-FO,Coenzyme F420-0:L-glutamate ligase,SS03414,Coenzyme F420-0:L-glutamate ligase,56.64,4.37E-52
Ga0242637_112383,Experimental Subsystems,unclassified,Experimental-FO,Coenzyme F420-1:L-glutamate ligase,SS03415,Coenzyme F420-1:L-glutamate ligase,56.64,4.37E-52
Ga0242637_112385,Carbohydrates,Central carbohydrate metabolism,"Pyruvate metabolism I: anaplerotic reactions, PEP",NADP-dependent malic enzyme (EC 1.1.1.40),SS10770,NADP-dependent malic enzyme (EC 1.1.1.40),99.5,5.50E-204
Ga0242637_112385,Carbohydrates,Central carbohydrate metabolism,"Pyruvate metabolism I: anaplerotic reactions, PEP",NAD-dependent malic enzyme (EC 1.1.1.38),SS10769,NAD-dependent malic enzyme (EC 1.1.1.38),67.325,5.63E-131
Ga0242637_112390,RNA Metabolism,Transcription,"Transcription initiation, bacterial sigma factors",RNA polymerase sigma-54 factor RpoN,SS20340,RNA polymerase sigma-54 factor RpoN,88.23333333,8.07E-87
Ga0242637_112391,unclassified,unclassified,Family 24 FUPA24 P-type ATPase ver.1,Esterase/lipase/thioesterase family active site,SS17329,Esterase/lipase/thioesterase family active site,76.95,3.45E-47
Ga0242637_112394,unclassified,unclassified,MethanopterinAromatic,5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19),SS16089,5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19),71.03333333,2.34E-138
Ga0242637_112395,Experimental Subsystems,unclassified,rRNA methylation in clusters,Ribosome small subunit-stimulated GTPase EngC,SS20461,Ribosome small subunit-stimulated GTPase EngC,72.48333333,6.34E-117
Ga0242637_112397,Experimental Subsystems,unclassified,tsubsys2,Histidinol-phosphatase [alternative form] (EC 3.1.3.15),SS06479,Histidinol-phosphatase [alternative form] (EC 3.1.3.15),79.64,7.03E-102
Ga0242637_112400,unclassified,unclassified,tRNA mods Archaea,Cysteine desulfurase (EC 2.8.1.7),SS16969,Cysteine desulfurase (EC 2.8.1.7),79.86666667,8.67E-227
Ga0242637_112404,Protein Metabolism,Protein degradation,Proteasome bacterial,Lon-like protease with PDZ domain,SS18606,Lon-like protease with PDZ domain,52.85,2.64E-66
Ga0242637_112405,unclassified,unclassified,Molybdopterin experimental,Molybdenum cofactor biosynthesis protein MoaE,SS08240,Molybdenum cofactor biosynthesis protein MoaE,74.36666667,8.83E-41
Ga0242637_112406,RNA Metabolism,RNA processing and modification,eukaryotic rRNA modification and related functions,Collagen alpha 1(I) chain precursor,SS16899,Collagen alpha 1(I) chain precursor,56.7,1.72E-83
Ga0242637_112407,Clustering-based subsystems,May be related to ADP-phosphoribose and NAD-dependent acetylation,CBSS-216591.1.peg.168,NTP pyrophosphohydrolases including oxidative damage repair enzymes,SS19046,NTP pyrophosphohydrolases including oxidative damage repair enzymes,50,3.80E-39
Ga0242637_112411,Experimental Subsystems,RNA processing and modification,tRNA cmo5U synthesis,Ubiquinone biosynthesis monooxygenase UbiB,SS21391,Ubiquinone biosynthesis monooxygenase UbiB,74.1,2.80E-151
Ga0242637_112414,unclassified,unclassified,WhiB and WhiB-type regulatory proteins 2,WhiB-family transcriptional regulator,SS15207,WhiB-family transcriptional regulator,71.13333333,3.69E-29
Ga0242637_112416,unclassified,unclassified,WhiB and WhiB-type regulatory proteins 2,"ATP-dependent DNA helicase UvrD/PcrA, actinomycete paralog",SS04586,"ATP-dependent DNA helicase UvrD/PcrA, actinomycete paralog",68.82857143,1.19E-205
Ga0242637_112418,Nucleosides and Nucleotides,Detoxification,Nudix proteins (nucleoside triphosphate hydrolases),NADH pyrophosphatase (EC 3.6.1.22),SS08795,NADH pyrophosphatase (EC 3.6.1.22),58.04,3.00E-67
Ga0242637_112420,DNA Metabolism,DNA repair,"DNA repair, bacterial RecBCD pathway",ATP-dependent DNA helicase SCO5184,SS04561,ATP-dependent DNA helicase SCO5184,53.7625,9.06E-239
Ga0242637_112421,DNA Metabolism,DNA repair,"DNA repair, bacterial RecBCD pathway",ATP-dependent DNA helicase SCO5183,SS04560,ATP-dependent DNA helicase SCO5183,53.97777778,9.42E-214
Ga0242637_112422,unclassified,unclassified,CBSS-227321.4.peg.3751,Mobile element protein,SS18898,Mobile element protein,55.1,1.79E-135
Ga0242637_112423,Clustering-based subsystems,unclassified,CBSS-100226.1.peg.2266,FIG006762: Phosphoglycerate mutase family,SS17464,FIG006762: Phosphoglycerate mutase family,59.7,8.05E-41
Ga0242637_112424,unclassified,unclassified,Thiamin biosynthesis LDP,Sulfur carrier protein adenylyltransferase ThiF,SS13502,Sulfur carrier protein adenylyltransferase ThiF,63.68,4.88E-125
Ga0242637_112425,Miscellaneous,unclassified,Carbonate Biomineralization,"Transcriptional regulator, TetR family",SS21142,"Transcriptional regulator, TetR family",63.7,4.08E-55
Ga0242637_112430,unclassified,unclassified,Two cell division clusters relating to chromosome partitioning,Chromosome (plasmid) partitioning protein ParA,SS16842,Chromosome (plasmid) partitioning protein ParA,66.44,1.80E-80
Ga0242637_112430,unclassified,unclassified,CBSS-205914.5.peg.1403,Sporulation initiation inhibitor protein Soj,SS01276,Sporulation initiation inhibitor protein Soj,66.44,1.80E-80
Ga0242637_112434,RNA Metabolism,RNA processing and modification,tRNA modification Bacteria,"COG0613, Predicted metal-dependent phosphoesterases (PHP family)",SS16672,"COG0613, Predicted metal-dependent phosphoesterases (PHP family)",63.6,1.85E-75
Ga0242637_112435,Clustering-based subsystems,Putative asociate of RNA polymerase sigma-54 factor rpoN,CBSS-316057.3.peg.1308,"DNA-directed RNA polymerase specialized sigma subunit, sigma24-like",SS02453,"DNA-directed RNA polymerase specialized sigma subunit, sigma24-like",52.16666667,4.80E-33
Ga0242637_112438,Carbohydrates,Central carbohydrate metabolism,"Ethylmalonyl-CoA pathway of C2 assimilation, GJO",Mesaconyl-CoA hydratase,SS05096,Mesaconyl-CoA hydratase,89.75,1.28E-80
Ga0242637_112440,unclassified,unclassified,EC 3.4.11.- Aminopeptidases,Xaa-Pro aminopeptidase (EC 3.4.11.9),SS21536,Xaa-Pro aminopeptidase (EC 3.4.11.9),78,3.00E-202
Ga0242637_112442,Carbohydrates,Central carbohydrate metabolism,"Ethylmalonyl-CoA pathway of C2 assimilation, GJO","Methylsuccinyl-CoA dehydrogenase, predicted by (Erb et al, 2007)",SS05097,"Methylsuccinyl-CoA dehydrogenase, predicted by (Erb et al, 2007)",81.83333333,4.79E-177
Ga0242637_112444,Regulation and Cell signaling,Programmed Cell Death and Toxin-antitoxin Systems,"Phd-Doc, YdcE-YdcD toxin-antitoxin (programmed cell death) systems","Death on curing protein, Doc toxin",SS09405,"Death on curing protein, Doc toxin",70.2,2.67E-20
Ga0242637_112445,Clustering-based subsystems,Peptidase C-14 or homohentisate metabolism related cluster in Rhodopseudomonas,CBSS-316056.14.peg.880,"Peptidase C14, caspase catalytic subunit p20",SS19362,"Peptidase C14, caspase catalytic subunit p20",43.9,4.46E-42
Ga0242637_112448,Carbohydrates,Central carbohydrate metabolism,Pyruvate Alanine Serine Interconversions,Alanine dehydrogenase (EC 1.4.1.1),SS10736,Alanine dehydrogenase (EC 1.4.1.1),71.6625,2.07E-146
Ga0242637_112449,Carbohydrates,Central carbohydrate metabolism,"Ethylmalonyl-CoA pathway of C2 assimilation, GJO",L-malyl-CoA/beta-methylmalyl-CoA lyase (EC 4.1.3.-),SS05093,L-malyl-CoA/beta-methylmalyl-CoA lyase (EC 4.1.3.-),73.475,6.51E-95
Ga0242637_112450,Carbohydrates,One-carbon Metabolism,Serine-glyoxylate cycle,Malyl-CoA lyase (EC 4.1.3.24),SS18734,Malyl-CoA lyase (EC 4.1.3.24),87.88333333,9.36E-164
Ga0242637_112455,Membrane Transport,Protein translocation across cytoplasmic membrane,Twin-arginine translocation system,Twin-arginine translocation protein TatB,SS14478,Twin-arginine translocation protein TatB,57.575,1.18E-15
Ga0242637_112458,Carbohydrates,unclassified,Sugar utilization in Thermotogales,Neopullulanase (EC 3.2.1.135),SS19076,Neopullulanase (EC 3.2.1.135),98.3,6.30E-83
Ga0242637_112459,RNA Metabolism,Transcription,"Transcription initiation, bacterial sigma factors",RNA polymerase sigma-70 factor,SS20341,RNA polymerase sigma-70 factor,81.82,1.14E-76
Ga0242637_112462,Metabolism of Aromatic Compounds,Peripheral pathways for catabolism of aromatic compounds,n-Phenylalkanoic acid degradation,Enoyl-CoA hydratase (EC 4.2.1.17),SS17314,Enoyl-CoA hydratase (EC 4.2.1.17),73.76666667,5.38E-76
Ga0242637_112466,Amino Acids and Derivatives,"Lysine, threonine, methionine, and cysteine",Lysine Biosynthesis DAP Pathway,"N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)",SS19004,"N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)",69.2,7.15E-120
Ga0242637_112467,unclassified,unclassified,Protein Carbonylation,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)",SS07585,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)",77.56,6.84E-116
Ga0242637_112470,Experimental Subsystems,unclassified,oxaloacetate to 2-oxoglutarate module,Citrate synthase (si) (EC 2.3.3.1),SS16858,Citrate synthase (si) (EC 2.3.3.1),78.35,4.86E-182
Ga0242637_112471,Amino Acids and Derivatives,"Lysine, threonine, methionine, and cysteine",Lysine Biosynthesis DAP Pathway,"N-succinyl-L,L-diaminopimelate aminotransferase alternative (EC 2.6.1.17)",SS07599,"N-succinyl-L,L-diaminopimelate aminotransferase alternative (EC 2.6.1.17)",71.74285714,9.15E-132
Ga0242637_112472,unclassified,unclassified,YgfZ-Fe-S clustering,Ferredoxin,SS17694,Ferredoxin,91.3,2.51E-52
Ga0242637_112472,unclassified,unclassified,YgfZ-Fe-S clustering,"4Fe-4S ferredoxin, iron-sulfur binding",SS06672,"4Fe-4S ferredoxin, iron-sulfur binding",91.3,2.10E-52
Ga0242637_112473,Experimental Subsystems,unclassified,rRNA methylation in clusters,Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-),SS20454,Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-),35.8,4.40E-46
Ga0242637_112473,unclassified,unclassified,Family 24 FUPA24 P-type ATPase ver.1,Histone acetyltransferase HPA2 and related acetyltransferases,SS18128,Histone acetyltransferase HPA2 and related acetyltransferases,38.3,8.00E-40
Ga0242637_112474,"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Resistance to Vancomycin,Vancomycin B-type resistance protein VanW,SS11052,Vancomycin B-type resistance protein VanW,45.01428571,9.29E-77
Ga0242637_112475,Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Cys",N-acetyl-1-D-myo-inosityl-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase MshB,SS05889,N-acetyl-1-D-myo-inosityl-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase MshB,59.35,2.83E-51
Ga0242637_112477,Protein Metabolism,Protein biosynthesis,Universal GTPases,GTP-binding protein TypA/BipA,SS14884,GTP-binding protein TypA/BipA,84.5,4.83E-291
Ga0242637_112479,Experimental Subsystems,unclassified,Transporters In Models,"Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)",SS17204,"Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)",64.22857143,3.88E-171
Ga0242637_112480,unclassified,unclassified,Family 23 FUPA23 P-type ATPase,Dipeptide transport system permease protein DppB (TC 3.A.1.5.2),SS00111,Dipeptide transport system permease protein DppB (TC 3.A.1.5.2),75.22,9.12E-123
Ga0242637_112481,unclassified,unclassified,Family 23 FUPA23 P-type ATPase,Dipeptide transport system permease protein DppC (TC 3.A.1.5.2),SS00112,Dipeptide transport system permease protein DppC (TC 3.A.1.5.2),72.03333333,1.67E-93
Ga0242637_112482,Membrane Transport,ABC transporters,ABC transporter oligopeptide (TC 3.A.1.5.1),Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1),SS00122,Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1),82.175,2.03E-138
Ga0242637_112483,Membrane Transport,ABC transporters,ABC transporter oligopeptide (TC 3.A.1.5.1),Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1),SS00123,Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1),79.875,8.70E-146
Ga0242637_112487,Cell Wall and Capsule,Cell wall of Mycobacteria,linker unit-arabinogalactan synthesis,UDP-glucose 4-epimerase (EC 5.1.3.2),SS21364,UDP-glucose 4-epimerase (EC 5.1.3.2),67.75714286,5.72E-89
Ga0242637_112490,Experimental Subsystems,unclassified,Experimental-FO,"Glycosyl transferase, group 1",SS18027,"Glycosyl transferase, group 1",79.95,1.40E-136
Ga0242637_112490,Clustering-based subsystems,Biosynthesis of galactoglycans and related lipopolysacharides,CBSS-376686.6.peg.291,Glycosyltransferase (EC 2.4.1.-),SS02623,Glycosyltransferase (EC 2.4.1.-),45.43333333,2.00E-30
